subject,category,ks2sub,U,G,F,E,D,C,B,A,A*
Core Science,boys,3a,161,331,1169,2497,3208,1981,331,2,2
Core Science,boys,4c,259,509,1816,4371,8083,6650,1550,2,2
Core Science,boys,4b,306,486,1659,4884,13663,17457,6303,801,32
Core Science,boys,4a,113,120,327,1375,5413,11128,6531,1338,74
Core Science,boys,5c,66,65,192,709,3603,10351,9494,3360,346
Core Science,boys,5b,22,16,39,135,874,3623,5520,3933,934
Core Science,boys,5a,0,2,0,0,2,25,85,192,131
Design and Technology: Textiles,boys,W,0,0,2,0,0,0,0,0,0
Design and Technology: Textiles,boys,1,0,0,2,2,2,0,0,0,0
Design and Technology: Textiles,boys,2,2,10,25,23,11,2,0,0,0
Design and Technology: Textiles,boys,3c,3,4,9,8,8,5,0,0,0
Design and Technology: Textiles,boys,3b,4,8,8,24,20,9,4,0,0
Design and Technology: Textiles,boys,3a,2,6,8,11,13,10,2,0,0
Design and Technology: Textiles,boys,4c,2,7,17,26,22,22,9,2,0
Design and Technology: Textiles,boys,4b,2,7,18,27,30,39,23,6,2
Design and Technology: Textiles,boys,4a,4,2,4,5,14,28,13,10,2
Design and Technology: Textiles,boys,5c,2,2,2,4,12,17,21,8,3
Design and Technology: Textiles,boys,5b,2,0,0,2,2,6,14,7,3
Design and Technology: Textiles,boys,5a,0,0,0,0,0,0,0,2,2
Design and Technology: Systems and Control,boys,W,0,0,0,0,0,0,0,0,0
Design and Technology: Systems and Control,boys,1,0,0,0,2,0,0,0,0,0
Design and Technology: Systems and Control,boys,2,2,2,8,8,4,3,2,0,0
Design and Technology: Systems and Control,boys,3c,2,2,2,2,6,2,0,2,0
Design and Technology: Systems and Control,boys,3b,5,3,11,2,2,2,2,2,0
Design and Technology: Systems and Control,boys,3a,2,2,10,20,29,2,2,0,0
Design and Technology: Systems and Control,boys,4c,2,2,25,46,83,64,2,6,2
Design and Technology: Systems and Control,boys,4b,2,20,33,2,137,174,79,23,5
Design and Technology: Systems and Control,boys,4a,2,9,2,37,65,2,94,30,2
Design and Technology: Systems and Control,boys,5c,2,2,16,2,92,156,162,91,2
Design and Technology: Systems and Control,boys,5b,2,2,4,10,2,63,125,120,2
Design and Technology: Systems and Control,boys,5a,0,0,0,2,0,2,6,2,12
Design and Technology: Electronic Products,boys,W,0,0,0,0,0,0,0,0,0
Design and Technology: Electronic Products,boys,1,0,2,2,0,0,0,0,0,0
Design and Technology: Electronic Products,boys,2,7,2,2,19,2,11,2,2,0
Design and Technology: Electronic Products,boys,3c,9,16,2,2,22,12,2,2,0
Design and Technology: Electronic Products,boys,3b,17,20,2,2,2,29,2,2,0
Design and Technology: Electronic Products,boys,3a,20,2,2,60,2,58,21,2,0
Design and Technology: Electronic Products,boys,4c,2,2,63,140,152,132,85,2,4
Design and Technology: Electronic Products,boys,4b,2,2,2,195,322,388,256,68,2
Design and Technology: Electronic Products,boys,4a,12,2,42,2,183,275,260,140,17
Design and Technology: Electronic Products,boys,5c,9,16,2,2,181,307,458,311,80
Design and Technology: Electronic Products,boys,5b,3,7,2,31,2,167,375,446,226
Design and Technology: Electronic Products,boys,5a,0,0,0,0,0,5,11,24,35
English,boys,W,2,7,13,8,5,2,2,0,0
English,boys,1,51,74,120,76,37,7,3,0,0
English,boys,2,612,881,2001,2624,1713,485,53,2,2
English,boys,3c,360,329,1121,2214,2025,636,54,2,2
English,boys,3b,528,447,1484,4034,5329,2307,247,19,3
English,boys,3a,340,270,736,2740,5563,3486,518,37,0
English,boys,4c,517,361,1048,4178,11794,10557,2142,189,13
English,boys,4b,498,311,738,3765,16785,25367,9206,1259,78
English,boys,4a,155,87,172,990,6176,16120,10598,2271,205
English,boys,5c,89,65,128,596,4738,16660,18446,6682,930
English,boys,5b,21,18,33,106,1021,6531,15077,11281,3313
English,boys,5a,0,0,0,0,6,53,409,949,725
English Literature,boys,W,3,2,3,6,4,2,2,0,0
English Literature,boys,1,37,39,42,31,10,2,2,0,0
English Literature,boys,2,499,676,1137,1299,643,195,43,2,2
English Literature,boys,3c,310,407,911,1246,858,254,46,4,4
English Literature,boys,3b,527,707,1443,2682,2527,1004,157,27,3
English Literature,boys,3a,345,522,1116,2292,3030,1615,409,54,3
English Literature,boys,4c,576,771,1743,3980,7221,5589,1821,262,22
English Literature,boys,4b,705,825,1835,4743,12198,15305,8119,1425,146
English Literature,boys,4a,284,267,523,1539,5278,11347,9619,2515,289
English Literature,boys,5c,223,205,403,1085,4253,12512,16484,6830,1211
English Literature,boys,5b,63,48,93,264,1244,5573,13089,10914,3500
English Literature,boys,5a,2,2,0,4,3,64,394,860,703
Design and Technology: Food,boys,W,0,0,2,2,0,0,0,0,0
Design and Technology: Food,boys,1,2,6,14,5,3,2,0,0,0
Design and Technology: Food,boys,2,2,88,175,201,140,51,2,2,0
Design and Technology: Food,boys,3c,2,47,115,153,112,52,2,2,0
Design and Technology: Food,boys,3b,37,86,188,316,302,117,30,5,0
Design and Technology: Food,boys,3a,31,61,135,238,274,170,42,4,0
Design and Technology: Food,boys,4c,44,93,211,348,593,457,132,2,2
Design and Technology: Food,boys,4b,43,99,264,475,945,966,446,88,9
Design and Technology: Food,boys,4a,19,30,60,149,381,531,328,114,14
Design and Technology: Food,boys,5c,14,17,53,119,293,573,551,200,50
Design and Technology: Food,boys,5b,2,2,22,24,100,273,353,258,100
Design and Technology: Food,boys,5a,0,0,0,0,2,2,8,20,18
French,boys,W,0,0,0,0,0,0,0,0,0
French,boys,1,0,2,0,2,3,2,0,2,0
French,boys,2,10,19,27,40,36,24,18,2,2
French,boys,3c,17,26,41,42,38,21,11,2,2
French,boys,3b,20,66,131,158,181,101,25,16,5
French,boys,3a,26,48,153,266,326,160,37,19,9
French,boys,4c,51,138,368,819,1170,701,160,51,25
French,boys,4b,104,203,709,1798,3510,2871,769,248,96
French,boys,4a,86,97,351,1148,2998,3184,1270,407,155
French,boys,5c,96,75,306,1077,3573,5355,3115,1480,634
French,boys,5b,44,22,100,378,1663,3842,3880,3114,2021
French,boys,5a,2,0,2,2,2,81,192,307,501
Geography,boys,W,2,2,0,2,2,0,0,0,0
Geography,boys,1,8,8,4,5,2,2,0,2,0
Geography,boys,2,130,297,273,197,121,72,22,2,2
Geography,boys,3c,81,216,302,289,136,62,11,2,2
Geography,boys,3b,154,484,687,798,586,326,66,2,2
Geography,boys,3a,119,316,657,924,934,606,128,24,3
Geography,boys,4c,171,500,1212,2133,2745,2229,654,132,19
Geography,boys,4b,227,530,1447,3246,5884,6481,3105,1014,130
Geography,boys,4a,67,133,484,1324,3260,5117,3988,1689,369
Geography,boys,5c,50,103,302,1017,2847,5902,6805,4823,1408
Geography,boys,5b,11,25,65,289,898,2647,5020,6407,3574
Geography,boys,5a,0,2,0,2,9,34,130,402,628
German,boys,W,0,0,0,0,0,2,0,0,0
German,boys,1,0,0,0,0,0,0,0,0,0
German,boys,2,7,4,9,17,8,8,2,2,2
German,boys,3c,3,10,16,18,11,10,3,2,2
German,boys,3b,3,2,57,51,47,30,10,5,2
German,boys,3a,2,17,39,76,120,72,14,2,2
German,boys,4c,14,41,111,245,416,235,65,24,4
German,boys,4b,18,55,163,515,1256,1042,330,88,32
German,boys,4a,14,28,80,317,1165,1334,567,179,51
German,boys,5c,16,22,89,325,1365,2507,1573,675,244
German,boys,5b,12,9,21,118,660,1888,2258,1562,839
German,boys,5a,0,0,2,2,4,2,131,205,240
Design and Technology: Graphics Products,boys,W,0,0,0,0,0,0,0,0,0
Design and Technology: Graphics Products,boys,1,3,2,5,2,2,0,2,2,0
Design and Technology: Graphics Products,boys,2,46,66,105,85,50,27,2,2,0
Design and Technology: Graphics Products,boys,3c,39,56,115,88,57,25,2,2,0
Design and Technology: Graphics Products,boys,3b,80,123,181,260,222,110,29,10,0
Design and Technology: Graphics Products,boys,3a,72,111,152,238,241,140,44,2,2
Design and Technology: Graphics Products,boys,4c,87,163,272,480,599,439,177,47,6
Design and Technology: Graphics Products,boys,4b,151,225,396,736,1063,1181,580,187,46
Design and Technology: Graphics Products,boys,4a,47,83,125,302,596,784,542,234,65
Design and Technology: Graphics Products,boys,5c,31,52,115,284,565,982,854,516,142
Design and Technology: Graphics Products,boys,5b,2,2,51,118,264,549,727,568,242
Design and Technology: Graphics Products,boys,5a,0,0,2,2,5,2,26,36,22
Child Development,boys,W,0,0,0,0,0,0,0,0,0
Child Development,boys,1,0,0,2,0,0,0,0,0,0
Child Development,boys,2,3,5,2,3,2,0,2,0,0
Child Development,boys,3c,0,2,7,5,0,2,0,0,0
Child Development,boys,3b,3,4,14,12,7,2,0,2,0
Child Development,boys,3a,2,2,7,11,9,3,0,0,0
Child Development,boys,4c,3,4,12,15,17,5,2,2,0
Child Development,boys,4b,4,2,5,11,17,13,2,0,0
Child Development,boys,4a,2,3,4,4,6,4,2,2,0
Child Development,boys,5c,0,0,2,0,3,6,2,2,0
Child Development,boys,5b,0,0,0,0,2,2,2,2,0
Child Development,boys,5a,0,0,0,0,0,0,0,0,0
History,boys,W,2,2,0,3,2,2,2,0,0
History,boys,1,9,9,2,2,2,0,0,0,0
History,boys,2,221,245,204,124,106,42,27,2,2
History,boys,3c,175,244,226,174,110,73,31,2,2
History,boys,3b,372,497,635,567,435,280,102,2,2
History,boys,3a,282,416,645,726,734,474,175,52,5
History,boys,4c,508,851,1309,1756,2065,1743,853,222,20
History,boys,4b,653,1014,1964,3276,4829,5332,3554,1203,154
History,boys,4a,219,360,747,1455,2952,4394,4153,2071,389
History,boys,5c,166,262,522,1176,2692,5350,7033,5119,1501
History,boys,5b,42,82,161,371,991,2724,5490,6899,3860
History,boys,5a,2,0,0,2,5,44,160,467,666
Vocational Health,boys,W,0,0,0,0,0,0,0,0,0
Vocational Health,boys,1,0,0,0,0,0,0,0,0,0
Vocational Health,boys,2,0,0,2,2,0,0,0,0,0
Vocational Health,boys,3c,0,0,0,0,0,0,0,0,0
Vocational Health,boys,3b,0,0,2,0,2,0,0,0,0
Vocational Health,boys,3a,0,0,0,0,0,2,2,0,0
Vocational Health,boys,4c,0,0,0,2,4,2,0,0,0
Vocational Health,boys,4b,0,0,0,2,4,2,3,0,0
Vocational Health,boys,4a,0,0,0,0,2,0,2,0,0
Vocational Health,boys,5c,0,0,0,0,4,2,2,2,0
Vocational Health,boys,5b,0,0,0,0,2,0,0,2,0
Vocational Health,boys,5a,0,0,0,0,0,0,0,0,0
ICT Full,boys,W,2,0,2,0,3,2,0,0,0
ICT Full,boys,1,9,8,10,2,2,6,2,0,0
ICT Full,boys,2,199,218,252,300,228,125,37,9,3
ICT Full,boys,3c,127,180,240,283,301,176,41,2,2
ICT Full,boys,3b,278,352,440,567,738,528,188,2,2
ICT Full,boys,3a,230,268,379,573,800,707,280,2,2
ICT Full,boys,4c,439,544,802,1110,1936,2195,1058,248,14
ICT Full,boys,4b,633,674,1118,1873,3457,5120,3516,1064,117
ICT Full,boys,4a,318,261,484,872,1765,3267,3228,1428,207
ICT Full,boys,5c,334,190,386,763,1738,3893,5243,3242,767
ICT Full,boys,5b,225,69,154,278,745,2009,3761,4105,1651
ICT Full,boys,5a,9,2,2,3,10,43,122,234,244
Vocational Leisure & Tourism,boys,W,0,0,0,0,0,0,0,0,0
Vocational Leisure & Tourism,boys,1,0,0,0,0,0,0,0,0,0
Vocational Leisure & Tourism,boys,2,0,0,2,0,2,0,0,0,0
Vocational Leisure & Tourism,boys,3c,0,0,0,2,3,2,0,0,0
Vocational Leisure & Tourism,boys,3b,0,0,2,2,5,0,0,0,0
Vocational Leisure & Tourism,boys,3a,0,2,2,0,2,2,2,0,0
Vocational Leisure & Tourism,boys,4c,0,0,4,3,2,5,0,2,0
Vocational Leisure & Tourism,boys,4b,0,2,2,6,11,5,9,0,0
Vocational Leisure & Tourism,boys,4a,0,0,0,2,2,3,2,2,0
Vocational Leisure & Tourism,boys,5c,0,0,0,2,0,4,4,2,0
Vocational Leisure & Tourism,boys,5b,0,0,0,0,0,2,2,0,0
Vocational Leisure & Tourism,boys,5a,0,0,0,0,0,0,0,0,0
Maths,boys,W,22,11,5,2,3,8,2,0,0
Maths,boys,1,247,98,52,33,28,2,2,0,2
Maths,boys,2,3147,2131,1479,1025,871,473,69,22,8
Maths,boys,3c,1369,1434,1325,1172,1075,683,60,2,2
Maths,boys,3b,1803,2053,2524,2725,3229,2349,250,2,2
Maths,boys,3a,789,949,1531,2264,4055,3916,493,71,9
Maths,boys,4c,1098,1055,1905,3520,8610,12450,2455,361,46
Maths,boys,4b,891,641,1307,3146,12488,28230,9718,2083,333
Maths,boys,4a,199,95,157,586,3807,15460,11592,4231,976
Maths,boys,5c,138,32,73,260,2048,12083,17157,11778,5091
Maths,boys,5b,37,3,10,42,438,3655,9072,11916,12386
Maths,boys,5a,0,0,0,0,0,22,103,432,1590
Media Studies,boys,W,2,0,0,2,0,0,2,0,0
Media Studies,boys,1,2,2,5,2,2,0,0,0,0
Media Studies,boys,2,43,87,132,191,120,63,13,4,0
Media Studies,boys,3c,30,55,135,169,150,77,14,3,0
Media Studies,boys,3b,61,98,241,399,431,229,56,3,0
Media Studies,boys,3a,64,74,186,348,496,348,95,16,0
Media Studies,boys,4c,101,156,312,593,1099,1013,365,61,4
Media Studies,boys,4b,123,143,355,810,1657,2106,1075,225,26
Media Studies,boys,4a,48,50,111,260,718,1308,956,325,47
Media Studies,boys,5c,27,49,93,164,551,1196,1251,521,103
Media Studies,boys,5b,2,2,19,54,165,585,838,590,182
Media Studies,boys,5a,0,0,0,0,2,2,21,29,18
Music,boys,W,2,0,2,0,0,0,2,0,0
Music,boys,1,2,2,2,2,0,2,0,0,0
Music,boys,2,32,32,57,70,48,26,2,2,0
Music,boys,3c,31,27,36,57,61,17,2,2,0
Music,boys,3b,30,37,68,133,133,94,38,2,2
Music,boys,3a,31,39,58,120,160,123,60,2,2
Music,boys,4c,2,58,117,235,349,359,204,64,2
Music,boys,4b,71,85,177,435,662,868,660,238,42
Music,boys,4a,19,31,74,180,427,685,674,369,56
Music,boys,5c,19,29,65,154,422,835,1220,859,219
Music,boys,5b,2,2,23,71,203,591,1232,1392,689
Music,boys,5a,0,0,0,0,2,2,75,145,129
Office Technology,boys,W,0,0,0,0,0,0,0,0,0
Office Technology,boys,1,2,2,0,0,0,0,0,0,0
Office Technology,boys,2,22,36,31,29,17,2,2,2,0
Office Technology,boys,3c,28,22,45,28,26,11,0,0,0
Office Technology,boys,3b,2,54,69,87,60,24,2,2,0
Office Technology,boys,3a,18,28,49,89,89,57,14,3,0
Office Technology,boys,4c,40,54,126,175,207,178,63,2,2
Office Technology,boys,4b,29,59,133,221,418,471,255,65,7
Office Technology,boys,4a,2,2,49,81,203,304,219,83,13
Office Technology,boys,5c,2,2,25,61,161,352,375,182,28
Office Technology,boys,5b,2,2,2,2,59,175,269,202,64
Office Technology,boys,5a,0,0,0,0,2,2,9,11,7
Physical Education,boys,W,0,2,2,2,2,0,0,0,0
Physical Education,boys,1,2,2,2,6,2,2,0,0,0
Physical Education,boys,2,38,96,220,277,180,116,2,2,0
Physical Education,boys,3c,18,48,189,317,256,172,45,7,0
Physical Education,boys,3b,26,83,298,731,729,495,182,2,2
Physical Education,boys,3a,16,55,225,665,916,769,330,45,0
Physical Education,boys,4c,32,82,354,1287,2230,2371,1120,222,7
Physical Education,boys,4b,27,75,349,1719,4137,5464,3412,1082,66
Physical Education,boys,4a,14,24,123,596,2082,3806,3135,1370,140
Physical Education,boys,5c,12,16,80,463,1797,4116,4367,2778,450
Physical Education,boys,5b,2,2,15,116,700,2094,3124,3108,947
Physical Education,boys,5a,0,0,0,2,2,42,83,190,122
Physics,boys,W,0,0,0,0,0,0,0,0,0
Physics,boys,1,0,0,0,2,0,0,0,2,0
Physics,boys,2,0,2,2,2,9,9,11,8,2
Physics,boys,3c,2,2,2,8,10,6,2,2,2
Physics,boys,3b,2,2,14,28,49,44,25,14,0
Physics,boys,3a,2,2,6,26,106,112,48,9,2
Physics,boys,4c,5,4,29,94,397,549,306,97,14
Physics,boys,4b,10,9,48,204,1154,2451,1825,728,98
Physics,boys,4a,6,16,25,144,905,2861,3078,1632,325
Physics,boys,5c,15,8,28,121,988,3982,6624,5663,1866
Physics,boys,5b,2,2,12,39,359,2049,5390,8013,5949
Physics,boys,5a,2,0,0,2,2,27,139,439,1043
Design and Technology: Resistant Materials,boys,W,2,0,3,3,4,2,0,0,0
Design and Technology: Resistant Materials,boys,1,2,13,33,2,2,2,0,0,0
Design and Technology: Resistant Materials,boys,2,108,185,391,442,323,146,2,2,2
Design and Technology: Resistant Materials,boys,3c,2,143,288,348,339,184,46,2,0
Design and Technology: Resistant Materials,boys,3b,99,220,435,713,767,527,134,12,0
Design and Technology: Resistant Materials,boys,3a,96,156,311,566,764,658,221,32,3
Design and Technology: Resistant Materials,boys,4c,2,263,576,1027,1627,1533,581,125,2
Design and Technology: Resistant Materials,boys,4b,174,265,598,1261,2380,2760,1525,438,42
Design and Technology: Resistant Materials,boys,4a,2,2,223,445,980,1591,1129,417,83
Design and Technology: Resistant Materials,boys,5c,41,61,129,335,746,1624,1567,769,193
Design and Technology: Resistant Materials,boys,5b,2,2,41,84,265,688,1029,756,318
Design and Technology: Resistant Materials,boys,5a,0,0,0,2,2,10,2,57,47
Religious Studies ,boys,W,7,2,8,2,3,2,2,0,0
Religious Studies ,boys,1,32,22,2,9,9,2,2,0,0
Religious Studies ,boys,2,460,459,446,313,251,155,63,11,3
Religious Studies ,boys,3c,314,345,412,385,271,182,57,2,2
Religious Studies ,boys,3b,460,654,865,950,813,611,276,60,6
Religious Studies ,boys,3a,331,474,746,1052,951,827,376,106,12
Religious Studies ,boys,4c,495,799,1412,2153,2599,2578,1430,368,48
Religious Studies ,boys,4b,489,815,1739,3253,5186,6551,4853,1696,309
Religious Studies ,boys,4a,156,258,583,1285,2885,4715,4703,2162,499
Religious Studies ,boys,5c,107,168,383,1044,2596,5518,7555,4853,1512
Religious Studies ,boys,5b,24,46,100,273,939,2836,5887,6061,3337
Religious Studies ,boys,5a,0,0,2,0,2,2,188,397,512
Spanish,boys,W,0,0,0,0,2,0,0,0,2
Spanish,boys,1,2,0,0,2,2,0,0,2,0
Spanish,boys,2,9,20,23,20,22,13,14,15,9
Spanish,boys,3c,12,19,29,40,28,27,7,9,5
Spanish,boys,3b,23,36,64,76,87,59,23,18,11
Spanish,boys,3a,29,49,87,134,136,108,38,19,5
Spanish,boys,4c,42,103,201,381,599,359,110,68,40
Spanish,boys,4b,71,154,404,881,1750,1512,540,216,116
Spanish,boys,4a,40,66,213,611,1511,1700,763,333,159
Spanish,boys,5c,26,70,209,523,1782,2743,1897,1118,522
Spanish,boys,5b,13,30,54,210,827,1921,2113,1807,1490
Spanish,boys,5a,0,0,2,2,2,42,82,149,234
Additional Science,boys,W,2,2,2,0,2,4,3,0,0
Additional Science,boys,1,4,26,15,5,2,2,2,2,0
Additional Science,boys,2,105,310,570,453,272,157,53,2,2
Additional Science,boys,3c,67,231,493,563,410,182,37,6,0
Additional Science,boys,3b,107,324,927,1474,1406,797,161,2,2
Additional Science,boys,3a,83,246,702,1544,2223,1415,335,39,3
Additional Science,boys,4c,154,365,1178,3168,6115,5165,1466,181,8
Additional Science,boys,4b,175,394,1379,4117,11438,14396,5744,1078,83
Additional Science,boys,4a,71,127,358,1272,5173,9734,5798,1664,169
Additional Science,boys,5c,60,69,179,778,3671,9226,8450,3683,647
Additional Science,boys,5b,18,22,31,171,976,3349,4883,3714,1472
Additional Science,boys,5a,0,0,0,2,2,23,69,169,162
Statistics,boys,W,2,0,0,0,0,0,0,0,0
Statistics,boys,1,5,2,4,2,5,0,2,0,0
Statistics,boys,2,53,114,122,94,41,12,2,2,0
Statistics,boys,3c,46,77,113,113,75,2,2,0,0
Statistics,boys,3b,58,113,198,238,207,102,15,4,0
Statistics,boys,3a,44,44,122,224,319,179,18,2,2
Statistics,boys,4c,59,70,190,413,846,695,132,2,2
Statistics,boys,4b,64,52,153,514,1602,2004,657,133,9
Statistics,boys,4a,41,12,35,155,711,1605,899,370,23
Statistics,boys,5c,28,2,2,88,560,1920,2025,1223,188
Statistics,boys,5b,10,2,2,28,173,856,1493,1826,615
Statistics,boys,5a,0,0,0,2,2,2,51,143,129
Vocational Business,boys,W,0,0,0,0,0,0,0,0,0
Vocational Business,boys,1,0,0,0,0,0,0,0,0,0
Vocational Business,boys,2,2,2,2,0,2,0,0,0,0
Vocational Business,boys,3c,2,2,2,4,2,0,2,0,0
Vocational Business,boys,3b,2,0,2,6,4,2,2,0,0
Vocational Business,boys,3a,2,2,2,4,4,9,2,0,0
Vocational Business,boys,4c,2,4,2,9,33,29,24,2,0
Vocational Business,boys,4b,4,5,2,2,28,67,62,15,0
Vocational Business,boys,4a,2,2,2,9,20,40,61,30,6
Vocational Business,boys,5c,2,0,2,2,12,48,81,50,13
Vocational Business,boys,5b,0,0,0,5,10,11,47,59,15
Vocational Business,boys,5a,0,0,0,0,0,2,2,2,2
Art,girls,W,2,6,11,3,4,10,0,2,0
Art,girls,1,2,17,33,40,46,38,13,2,0
Art,girls,2,37,117,263,476,688,783,234,43,24
Art,girls,3c,19,53,170,281,575,810,231,57,15
Art,girls,3b,34,115,259,568,1142,2045,694,188,65
Art,girls,3a,32,62,184,386,1020,2106,937,280,88
Art,girls,4c,45,117,303,704,1934,4631,2506,873,322
Art,girls,4b,62,133,387,947,2759,8557,6243,2672,1061
Art,girls,4a,23,42,127,333,1183,4600,4806,2769,1217
Art,girls,5c,13,28,95,263,975,4206,5811,4395,2525
Art,girls,5b,6,11,29,100,401,2009,4101,4213,3493
Art,girls,5a,0,0,0,2,2,53,158,295,397
Biology,girls,W,2,0,0,0,0,0,0,0,0
Biology,girls,1,0,0,0,0,0,0,0,0,0
Biology,girls,2,15,8,2,10,7,7,10,4,2
Biology,girls,3c,10,12,6,6,6,11,2,2,0
Biology,girls,3b,23,10,13,35,37,28,17,2,2
Biology,girls,3a,10,2,19,52,82,69,29,11,2
Biology,girls,4c,21,23,40,107,318,383,245,57,11
Biology,girls,4b,15,25,63,229,977,1976,1691,741,80
Biology,girls,4a,8,6,29,130,745,2462,3077,1724,255
Biology,girls,5c,8,10,9,111,725,3220,6156,5669,1718
Biology,girls,5b,2,2,4,16,273,1762,5047,8571,5754
Biology,girls,5a,0,2,0,0,2,20,144,578,1143
Business Studies,girls,W,0,2,2,0,0,2,0,0,0
Business Studies,girls,1,0,2,0,0,2,2,0,0,0
Business Studies,girls,2,24,60,45,21,18,12,2,2,0
Business Studies,girls,3c,35,47,62,53,33,15,2,2,0
Business Studies,girls,3b,44,139,199,184,153,80,21,4,0
Business Studies,girls,3a,39,85,199,251,261,167,48,2,2
Business Studies,girls,4c,56,135,300,539,747,628,261,2,2
Business Studies,girls,4b,54,126,351,857,1629,2133,1395,373,33
Business Studies,girls,4a,12,32,108,300,881,1632,1595,649,85
Business Studies,girls,5c,12,19,51,149,580,1428,2438,1543,282
Business Studies,girls,5b,2,2,10,37,179,581,1518,1821,637
Business Studies,girls,5a,0,0,0,2,2,4,33,112,96
Chemistry,girls,W,0,0,0,0,0,0,0,0,0
Chemistry,girls,1,0,0,0,0,0,0,0,0,0
Chemistry,girls,2,2,2,2,5,4,8,7,4,2
Chemistry,girls,3c,2,2,5,8,3,10,3,2,0
Chemistry,girls,3b,0,2,13,21,30,20,15,2,0
Chemistry,girls,3a,2,2,11,39,71,70,20,10,2
Chemistry,girls,4c,11,11,21,93,294,358,213,70,12
Chemistry,girls,4b,16,20,47,205,978,1950,1649,614,104
Chemistry,girls,4a,21,20,46,165,895,2515,2809,1517,317
Chemistry,girls,5c,44,18,27,153,937,3496,5901,5057,1842
Chemistry,girls,5b,17,3,8,57,399,2013,5039,7646,6100
Chemistry,girls,5a,2,0,0,2,6,31,155,520,1142
Drama,girls,W,0,0,0,2,2,0,2,0,0
Drama,girls,1,2,8,3,3,2,0,2,0,0
Drama,girls,2,31,56,124,145,143,78,27,2,2
Drama,girls,3c,16,28,95,138,166,125,39,8,0
Drama,girls,3b,20,71,134,286,495,379,143,2,2
Drama,girls,3a,11,29,89,238,517,504,236,62,5
Drama,girls,4c,21,56,151,450,946,1352,746,253,25
Drama,girls,4b,28,43,171,569,1617,2844,2295,918,119
Drama,girls,4a,4,14,47,186,698,1709,2072,1166,263
Drama,girls,5c,2,2,34,127,574,1670,2805,2090,551
Drama,girls,5b,2,2,2,40,202,826,1894,2163,842
Drama,girls,5a,0,0,0,0,2,2,93,192,90
Computer Science,girls,W,0,0,0,0,0,0,0,0,0
Computer Science,girls,1,0,0,0,0,0,0,0,0,0
Computer Science,girls,2,9,2,3,0,5,0,2,0,0
Computer Science,girls,3c,2,2,2,8,2,3,0,0,0
Computer Science,girls,3b,6,2,11,15,14,9,2,0,0
Computer Science,girls,3a,2,7,9,18,19,11,2,0,0
Computer Science,girls,4c,12,9,25,55,66,44,19,2,2
Computer Science,girls,4b,2,28,47,103,176,221,121,30,2
Computer Science,girls,4a,6,11,30,45,146,208,165,53,11
Computer Science,girls,5c,6,12,24,59,147,267,336,230,55
Computer Science,girls,5b,6,12,8,37,64,207,382,504,245
Computer Science,girls,5a,0,0,0,2,2,5,18,39,59
Core Science,girls,W,2,6,8,3,4,5,2,2,0
Core Science,girls,1,29,46,46,17,10,6,3,0,0
Core Science,girls,2,216,720,1098,775,336,150,43,7,0
Core Science,girls,3c,113,322,840,873,555,178,24,8,0
Core Science,girls,3b,170,482,1498,2347,1936,838,141,13,0
Core Science,girls,3a,114,247,955,2220,2998,1648,266,2,2
Core Science,girls,4c,203,322,1399,3931,7194,6195,1508,2,2
Core Science,girls,4b,294,341,1248,4533,13284,18154,7275,1013,35
Core Science,girls,4a,95,80,252,1083,5155,12117,8534,2055,99
Core Science,girls,5c,65,60,127,596,3151,10244,11520,4892,540
Core Science,girls,5b,12,26,43,143,749,3557,6453,5803,1551
Core Science,girls,5a,2,0,0,2,2,23,98,306,271
Design and Technology: Textiles,girls,W,2,0,2,2,2,0,0,0,0
Design and Technology: Textiles,girls,1,2,10,2,2,2,2,2,0,0
Design and Technology: Textiles,girls,2,2,66,96,160,134,2,21,7,0
Design and Technology: Textiles,girls,3c,17,42,76,112,137,93,22,3,0
Design and Technology: Textiles,girls,3b,23,56,132,264,335,213,106,2,2
Design and Technology: Textiles,girls,3a,2,36,92,183,308,321,2,39,2
Design and Technology: Textiles,girls,4c,2,46,145,320,612,708,506,2,30
Design and Technology: Textiles,girls,4b,2,54,153,391,939,1511,1421,633,2
Design and Technology: Textiles,girls,4a,5,2,39,109,328,738,1107,642,2
Design and Technology: Textiles,girls,5c,2,2,2,70,217,679,1223,1150,583
Design and Technology: Textiles,girls,5b,2,0,2,2,2,314,759,1056,831
Design and Technology: Textiles,girls,5a,0,0,0,0,2,2,17,2,2
Design and Technology: Systems and Control,girls,W,0,0,0,0,0,0,0,0,0
Design and Technology: Systems and Control,girls,1,0,0,0,0,0,0,0,0,0
Design and Technology: Systems and Control,girls,2,0,0,0,0,0,0,2,0,0
Design and Technology: Systems and Control,girls,3c,0,2,2,2,0,0,0,0,0
Design and Technology: Systems and Control,girls,3b,0,0,0,2,2,2,0,0,0
Design and Technology: Systems and Control,girls,3a,0,0,0,0,3,2,2,0,0
Design and Technology: Systems and Control,girls,4c,0,2,0,0,5,4,2,0,0
Design and Technology: Systems and Control,girls,4b,2,0,0,2,3,16,7,0,0
Design and Technology: Systems and Control,girls,4a,0,0,2,5,3,2,3,8,2
Design and Technology: Systems and Control,girls,5c,0,0,0,2,6,8,6,9,2
Design and Technology: Systems and Control,girls,5b,0,0,0,0,2,5,5,13,2
Design and Technology: Systems and Control,girls,5a,0,0,0,0,0,0,0,2,0
